site,date,ad_url,image_url,click_url,image_path,width,height,skipped_reason
ikon.mn,2025-09-17,https://ikon.mn/ad/IKONMN_B1?1758090696,https://content.ikon.mn/raw/2025/9/8/18193/1._Ikon_copy_2.jpg,https://www.khanbank.com/personal/news/intelligence/7657/,C:\Users\tuguldur.kh\Downloads\adscraper-full-code\banner_screenshots\ikon.mn\2025-09-17\ikon_banner_1758091197_7672bb7d80.jpg,1280,720,
ikon.mn,2025-09-17,https://ikon.mn/ad/IKONMN_B1?1758090696,"data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=",,,0,0,download_timeout
ikon.mn,2025-09-17,https://ikon.mn/ad/IKONMN_B1?1758090696,https://content.ikon.mn/raw/2025/9/8/18193/1._Ikon_copy_2.jpg,,,1280,720,duplicate_hash
ikon.mn,2025-09-17,https://ikon.mn/ad/IKONMN_B1?1758090696,"data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=",,,0,0,download_timeout
ikon.mn,2025-09-17,https://ikon.mn/ad/IKONMN_B1?1758090696,https://content.ikon.mn/raw/2025/9/8/18193/1._Ikon_copy_2.jpg,,,0,0,duplicate_hash
ikon.mn,2025-09-17,https://ikon.mn/ad/IKONMN_B1?1758090696,https://content.ikon.mn/raw/2025/9/16/18209/HS_Ikon_560x400.jpg,https://www.khanbank.com/personal/news/intelligence/7657/,C:\Users\tuguldur.kh\Downloads\adscraper-full-code\banner_screenshots\ikon.mn\2025-09-17\ikon_banner_1758091207_f198d6a249.jpg,560,400,
ikon.mn,2025-09-17,https://ikon.mn/ad/IKONMN_B1?1758090696,https://content.ikon.mn/raw/2025/9/8/18193/1._Ikon_copy_2.jpg,,,0,0,duplicate_hash
ikon.mn,2025-09-17,https://ikon.mn/ad/IKONMN_B1?1758090696,https://content.ikon.mn/raw/2025/9/16/18209/HS_Ikon_560x400.jpg,,,560,400,duplicate_hash
ikon.mn,2025-09-17,https://ikon.mn/ad/IKONMN_B1?1758090696,https://content.ikon.mn/raw/2025/9/8/18193/1._Ikon_copy_2.jpg,,,0,0,duplicate_hash
ikon.mn,2025-09-17,https://ikon.mn/ad/IKONMN_B1?1758090696,https://content.ikon.mn/raw/2025/9/16/18209/HS_Ikon_560x400.jpg,,,560,400,duplicate_hash
ikon.mn,2025-09-17,https://ikon.mn/ad/IKONMN_B1?1758090696,https://content.ikon.mn/raw/2025/9/8/18193/1._Ikon_copy_2.jpg,,,0,0,duplicate_hash
ikon.mn,2025-09-17,https://ikon.mn/ad/IKONMN_B1?1758090696,https://content.ikon.mn/raw/2025/9/16/18209/HS_Ikon_560x400.jpg,,,560,400,duplicate_hash
ikon.mn,2025-09-17,https://ikon.mn/ad/IKONMN_B1?1758090696,https://content.ikon.mn/raw/2025/9/8/18193/1._Ikon_copy_2.jpg,,,1280,720,duplicate_hash
ikon.mn,2025-09-17,https://ikon.mn/ad/IKONMN_B1?1758090696,https://content.ikon.mn/raw/2025/9/16/18209/HS_Ikon_560x400.jpg,,,560,400,duplicate_hash
ikon.mn,2025-09-17,https://ikon.mn/ad/IKONMN_B1?1758090696,"data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=",,,0,0,download_timeout
ikon.mn,2025-09-17,https://ikon.mn/ad/IKONMN_B1?1758090696,https://content.ikon.mn/raw/2025/9/16/18209/HS_Ikon_560x400.jpg,,,560,400,duplicate_hash
ikon.mn,2025-09-17,https://ikon.mn/ad/IKONMN_B1?1758090696,"data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=",,,0,0,download_timeout
ikon.mn,2025-09-17,https://ikon.mn/ad/IKONMN_B1?1758090696,https://content.ikon.mn/raw/2025/9/16/18209/HS_Ikon_560x400.jpg,,,560,400,duplicate_hash
